model,best_n_estimators,best_max_depth,best_max_features,cv_f1,cv_accuracy_mean,cv_accuracy_std,test_accuracy,test_f1
Random Forest,100,,sqrt,1.0,0.9242806366047744,0.09431536391221126,1.0,1.0
